date,sub_n,screen_id,trial_type,response,rt
20211119,143,,survey-multi-choice,"{""""learn_strategy"""":""""I used a simple mental rule to determine if I should respond yes or no to a given line.""""}",13676
20211119,143,,survey-text,"{""""transfer_free_response"""":""""I usually picked the lines shorter or longer than average""""}",23900
20211119,143,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",12736
20211119,144,enter-sub-number,survey-html-form,"{""""response"""":""""144""""}",2284
20211119,144,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""decoy"""",""""response"""":""""its the smallest""""}",25144
20211119,144,,survey-text,"{""""learn_free_response"""":""""I tried to understand the pattern of what made it into the category.""""}",31410
20211119,144,,survey-multi-choice,"{""""learn_strategy"""":""""I used my intuition/my experience receiving feedback to figure out if the line was likely to be in the category.""""}",19986
20211119,144,,survey-text,"{""""transfer_free_response"""":""""I found this easier because i could see the lines compared to each other so i understood whivh ones would fit in the category.""""}",51260
20211119,144,,survey-multi-choice,"{""""transfer_strategy"""":""""I used my intuition/my experience receiving feedback to figure out which line was most likely to be in the category.""""}",16892
20211119,145,enter-sub-number,survey-html-form,"{""""response"""":""""145""""}",2596
20211119,145,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""because it is very long""""}",19870
20211119,145,,survey-text,"{""""learn_free_response"""":""""i noticed that in the category there were either extremely long, or extremely short lines. So, i decided if it was in the category based on if i thought it was either really long or short""""}",63888
20211119,145,,survey-multi-choice,"{""""learn_strategy"""":""""I used my intuition/my experience receiving feedback to figure out if the line was likely to be in the category.""""}",12370
20211119,145,,survey-text,"{""""transfer_free_response"""":""""I knew the category had either really long or really short lines, so i picked the line that best fit this pattern""""}",36678
20211119,145,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",10162
20211122,146,enter-sub-number,survey-html-form,"{""""response"""":""""146""""}",3368
20211122,146,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""decoy"""",""""response"""":""""I chose that option because I saw the trend of the lowest one belonging in the category most of the time""""}",37844
20211122,146,,survey-text,"{""""learn_free_response"""":""""I decided the tallest one and the shortest on were usually in the cateogry. Moreover, each time doing it I figured out which line was in the category and which one wasn't""""}",47622
20211122,146,,survey-multi-choice,"{""""learn_strategy"""":""""I used a simple mental rule to determine if I should respond yes or no to a given line.""""}",6214
20211122,146,,survey-text,"{""""transfer_free_response"""":""""I knew that from the start the middle line was never in the category. The tallest and shortest lines were usually in the category. Sometimes the same picture of lines would appear right after, so I knew based off of that too. That would only happen normally when I would get it wrong. During the whole experiment, I was trying to find a trend in the lines to get the most right. """"}",96024
20211122,146,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",9152
20211122,147,enter-sub-number,survey-html-form,"{""""response"""":""""147""""}",3248
20211122,147,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""It seems that the longest line is belong in the category""""}",77408
20211122,147,,survey-text,"{""""learn_free_response"""":""""based on my imagination""""}",27958
20211122,147,,survey-multi-choice,"{""""learn_strategy"""":""""I tried to memorize which kinds of lines were in the category and which kinds of lines were not in the category.""""}",7900
20211122,147,,survey-text,"{""""transfer_free_response"""":""""i was guessing  most of time""""}",27090
20211122,147,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to memorize which kinds of lines were in the category and which types of lines were not in the category.""""}",8746
20211122,148,enter-sub-number,survey-html-form,"{""""response"""":""""148""""}",3906
20211122,148,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""It looks too long.""""}",21534
20211122,148,,survey-text,"{""""learn_free_response"""":""""Deciding whether the line was too small or too big based on the lines that were not in the category.""""}",26048
20211122,148,,survey-multi-choice,"{""""learn_strategy"""":""""I tried to memorize which kinds of lines were in the category and which kinds of lines were not in the category.""""}",7194
20211122,148,,survey-text,"{""""transfer_free_response"""":""""I tried to decide when the lines looked to long or too short, based on the ones not in the category.""""}",27460
20211122,148,,survey-multi-choice,"{""""transfer_strategy"""":""""I used my intuition/my experience receiving feedback to figure out which line was most likely to be in the category.""""}",5792
20211122,149,enter-sub-number,survey-html-form,"{""""response"""":""""149""""}",3540
20211122,149,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""It has the largest difference in length compared to the other options""""}",53446
20211122,149,,survey-text,"{""""learn_free_response"""":""""I decided if the length of the line was either extremly short or long it belonged in the group, if it seemed to be average length it did not belong.""""}",79732
20211122,149,,survey-multi-choice,"{""""learn_strategy"""":""""I used a simple mental rule to determine if I should respond yes or no to a given line.""""}",25780
20211122,149,,survey-text,"{""""transfer_free_response"""":""""Which ever line seemed very small or long, or which ever line seemed farthest away from a medium length""""}",53482
20211122,149,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",13012
20211122,150,enter-sub-number,survey-html-form,"{""""response"""":""""150""""}",2241
20211122,150,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""It is the longest and long lines were part of the category.""""}",30416
20211122,150,,survey-text,"{""""learn_free_response"""":""""I was trying to mentally compare the lines to the ones that were in the category.""""}",32524
20211122,150,,survey-multi-choice,"{""""learn_strategy"""":""""I used my intuition/my experience receiving feedback to figure out if the line was likely to be in the category.""""}",13338
20211122,150,,survey-text,"{""""transfer_free_response"""":""""I compared the lines against each other and used process of elimination.""""}",22081
20211122,150,,survey-multi-choice,"{""""transfer_strategy"""":""""I used my intuition/my experience receiving feedback to figure out which line was most likely to be in the category.""""}",12641
20211203,300,enter-sub-number,survey-html-form,"{""""response"""":""""151""""}",5189
20211203,300,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""target"""",""""response"""":""""Because it is the similar size to one next to it but a bit longer""""}",40129
20211203,300,,survey-text,"{""""learn_free_response"""":""""Tried to remember the similar sizes of the lines\\""""}",23971
20211203,300,,survey-multi-choice,"{""""learn_strategy"""":""""I tried to memorize which kinds of lines were in the category and which kinds of lines were not in the category.""""}",10750
20211203,300,,survey-text,"{""""transfer_free_response"""":""""I tried to remember which lines were about the same size""""}",16451
20211203,300,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to memorize which kinds of lines were in the category and which types of lines were not in the category.""""}",8777
20211129,151,enter-sub-number,survey-html-form,"{""""response"""":""""151""""}",1888
20211129,151,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""It is large """"}",28590
20211129,151,,survey-text,"{""""learn_free_response"""":""""I knew the significantly small and large lines belonged in the category.""""}",29706
20211129,151,,survey-multi-choice,"{""""learn_strategy"""":""""I tried to memorize which kinds of lines were in the category and which kinds of lines were not in the category.""""}",17508
20211129,151,,survey-text,"{""""transfer_free_response"""":""""The significantly small and large ones belonged and the medium ones were kind of guesses.""""}",37036
20211129,151,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to memorize which kinds of lines were in the category and which types of lines were not in the category.""""}",19912
20211129,152,enter-sub-number,survey-html-form,"{""""response"""":""""152""""}",2468
20211129,152,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""It was the most different of the three""""}",26718
20211129,152,,survey-text,"{""""learn_free_response"""":""""Randomly, but also trying to notice any difference between the lines""""}",39256
20211129,152,,survey-multi-choice,"{""""learn_strategy"""":""""I used my intuition/my experience receiving feedback to figure out if the line was likely to be in the category.""""}",19390
20211129,152,,survey-text,"{""""transfer_free_response"""":""""This was intuiton, which ever line I felt like would be right""""}",28136
20211129,152,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick the longest line.""""}",14642
20211129,153,enter-sub-number,survey-html-form,"{""""response"""":""""153""""}",2834
20211129,153,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""L seems to be way larger compared to the other lines.""""}",34553
20211129,153,,survey-text,"{""""learn_free_response"""":""""If it was too small or too larger then I'd pick it as part of the category, but if it was of med length, then I would not.""""}",52638
20211129,153,,survey-multi-choice,"{""""learn_strategy"""":""""I used a simple mental rule to determine if I should respond yes or no to a given line.""""}",11528
20211129,153,,survey-text,"{""""transfer_free_response"""":""""one of the two being compared... it was motsly a grouping of (2 large )""""}",32585
20211129,153,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",13723
20211129,154,enter-sub-number,survey-html-form,"{""""response"""":""""154""""}",3692
20211129,154,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""longest""""}",26661
20211129,154,,survey-text,"{""""learn_free_response"""":""""the shortest and longest lines were most easy to identify, shorter lines seem to be in the category""""}",91730
20211129,154,,survey-multi-choice,"{""""learn_strategy"""":""""I was completely guessing.""""}",38351
20211129,154,,survey-text,"{""""transfer_free_response"""":""""I used lines to compare and use mouse as a marker""""}",49755
20211129,154,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",43433
20211129,155,enter-sub-number,survey-html-form,"{""""response"""":""""155""""}",5082
20211129,155,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""it is the tallest""""}",34020
20211129,155,,survey-text,"{""""learn_free_response"""":""""very long or very short ones were in the category""""}",41962
20211129,155,,survey-multi-choice,"{""""learn_strategy"""":""""I used my intuition/my experience receiving feedback to figure out if the line was likely to be in the category.""""}",22362
20211129,155,,survey-text,"{""""transfer_free_response"""":""""compared line length to eachother""""}",43934
20211129,155,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",18880
20211130,157,enter-sub-number,survey-html-form,"{""""response"""":""""157""""}",3565
20211130,157,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""it was the longest""""}",22325
20211130,157,,survey-text,"{""""learn_free_response"""":""""the longer one on the top short on the bottom""""}",21630
20211130,157,,survey-multi-choice,"{""""learn_strategy"""":""""I used a simple mental rule to determine if I should respond yes or no to a given line.""""}",7104
20211130,157,,survey-text,"{""""transfer_free_response"""":""""the longest was right """"}",15710
20211130,157,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick the longest line.""""}",4106
20211130,158,enter-sub-number,survey-html-form,"{""""response"""":""""158""""}",4390
20211130,158,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""It is the longest""""}",21162
20211130,158,,survey-text,"{""""learn_free_response"""":""""I guessed until I saw a pattern""""}",26832
20211130,158,,survey-multi-choice,"{""""learn_strategy"""":""""I used my intuition/my experience receiving feedback to figure out if the line was likely to be in the category.""""}",13958
20211130,158,,survey-text,"{""""transfer_free_response"""":""""I used the feedback from the first part of the experiment""""}",28096
20211130,158,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to memorize which kinds of lines were in the category and which types of lines were not in the category.""""}",10154
20211130,159,enter-sub-number,survey-html-form,"{""""response"""":""""159""""}",3273
20211130,159,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""It is the furthest from average/medium length""""}",36941
20211130,159,,survey-text,"{""""learn_free_response"""":""""I judged if it was either long or short, there were mostly extreme lengths belonging to the category""""}",40785
20211130,159,,survey-multi-choice,"{""""learn_strategy"""":""""I used my intuition/my experience receiving feedback to figure out if the line was likely to be in the category.""""}",11502
20211130,159,,survey-text,"{""""transfer_free_response"""":""""Intuition""""}",8177
20211130,159,,survey-multi-choice,"{""""transfer_strategy"""":""""I used my intuition/my experience receiving feedback to figure out which line was most likely to be in the category.""""}",13875
20211130,160,enter-sub-number,survey-html-form,"{""""response"""":""""160""""}",2498
20211130,160,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""it seemed bigger than the average""""}",20388
20211130,160,,survey-text,"{""""learn_free_response"""":""""there was an \""""average\"""" middle group and it was most likely much bigger or smaller if it was \""""in\"""" the category""""}",37166
20211130,160,,survey-multi-choice,"{""""learn_strategy"""":""""I used a simple mental rule to determine if I should respond yes or no to a given line.""""}",11858
20211130,160,,survey-text,"{""""transfer_free_response"""":""""from the previous ones Ilearned which answer was the right one""""}",30230
20211130,160,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",11442
20211130,301,enter-sub-number,survey-html-form,"{""""response"""":""""162""""}",2094
20211130,301,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""tallest one""""}",26584
20211130,301,,survey-text,"{""""learn_free_response"""":""""I tried to separate them into categories based on size, the more drastic size differences fit in the category I found""""}",37122
20211130,301,,survey-multi-choice,"{""""learn_strategy"""":""""I used a simple mental rule to determine if I should respond yes or no to a given line.""""}",11736
20211130,301,,survey-text,"{""""transfer_free_response"""":""""I used what I learned from the previous part and tried to pick the one with the most different length""""}",23558
20211130,301,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",11820
20211130,162,enter-sub-number,survey-html-form,"{""""response"""":""""162""""}",3101
20211130,162,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""target"""",""""response"""":""""beucase it doesnt look long or short enough""""}",25439
20211130,162,,survey-text,"{""""learn_free_response"""":""""i was doing good at first then started doing bad""""}",22574
20211130,162,,survey-multi-choice,"{""""learn_strategy"""":""""I tried to memorize which kinds of lines were in the category and which kinds of lines were not in the category.""""}",12905
20211130,162,,survey-text,"{""""transfer_free_response"""":""""it was a little easier when the lines were outliers""""}",18783
20211130,162,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",10410
20211201,163,enter-sub-number,survey-html-form,"{""""response"""":""""163""""}",3882
20211201,163,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""Because it is one of the longer lines""""}",18496
20211201,163,,survey-text,"{""""learn_free_response"""":""""I attempted to memorize the sizes by placing my cursor in the center and trying to gauge relative sizes around it""""}",40312
20211201,163,,survey-multi-choice,"{""""learn_strategy"""":""""I tried to memorize which kinds of lines were in the category and which kinds of lines were not in the category.""""}",13076
20211201,163,,survey-text,"{""""transfer_free_response"""":""""I tried remembering the relative lines but also ended up going with my gut feeling for a lot of them""""}",25958
20211201,163,,survey-multi-choice,"{""""transfer_strategy"""":""""I used my intuition/my experience receiving feedback to figure out which line was most likely to be in the category.""""}",10282
20211201,164,enter-sub-number,survey-html-form,"{""""response"""":""""164""""}",3198
20211201,164,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""It was the longest one and i remember seeing long lines in the category""""}",56094
20211201,164,,survey-text,"{""""learn_free_response"""":""""i tried to remember the longest and shortest lines i saw in the category""""}",40958
20211201,164,,survey-multi-choice,"{""""learn_strategy"""":""""I tried to memorize which kinds of lines were in the category and which kinds of lines were not in the category.""""}",17254
20211201,164,,survey-text,"{""""transfer_free_response"""":""""I chose either the longest or shortest line or chose the medium length one""""}",27692
20211201,164,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",8722
20211201,165,enter-sub-number,survey-html-form,"{""""response"""":""""165""""}",3704
20211201,165,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""The category include a contrast of longer and shorter lines. I assumed L because it's far longer thn the other two options.""""}",58632
20211201,165,,survey-text,"{""""learn_free_response"""":""""I estimated in my head and took note that the shortest and longest lines were likely in the category.""""}",37594
20211201,165,,survey-multi-choice,"{""""learn_strategy"""":""""I used a simple mental rule to determine if I should respond yes or no to a given line.""""}",12092
20211201,165,,survey-text,"{""""transfer_free_response"""":""""Just like my method for the first, I included the longest and shortest lines as being part of the category.""""}",40064
20211201,165,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",8802
20211202,166,enter-sub-number,survey-html-form,"{""""response"""":""""166""""}",5262
20211202,166,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""decoy"""",""""response"""":""""Its the shortest out of the three lines""""}",37423
20211202,166,,survey-text,"{""""learn_free_response"""":""""Took into mind that tall lines and very short lines were considered \""""in the category\"""", so taking that into mind I would choose which line I thought best fit into the category""""}",84326
20211202,166,,survey-multi-choice,"{""""learn_strategy"""":""""I used my intuition/my experience receiving feedback to figure out if the line was likely to be in the category.""""}",19120
20211202,166,,survey-text,"{""""transfer_free_response"""":""""intuition and comparing the lines to the rest, (shortest mostl likey in the category or tallest most likely in the category, etc.)""""}",67207
20211202,166,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",15833
20211202,167,enter-sub-number,survey-html-form,"{""""response"""":""""167""""}",5340
20211202,167,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""I would choose L because it's the longest """"}",25392
20211202,167,,survey-text,"{""""learn_free_response"""":""""I would choose the longer or the shorter lines for the category and avoid the \""""mid size\"""" lines.""""}",45796
20211202,167,,survey-multi-choice,"{""""learn_strategy"""":""""I tried to memorize which kinds of lines were in the category and which kinds of lines were not in the category.""""}",21228
20211202,167,,survey-text,"{""""transfer_free_response"""":""""I would choose the most extreme either shortness wise or longness wise.""""}",30002
20211202,167,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",12126
20211202,168,enter-sub-number,survey-html-form,"{""""response"""":""""168""""}",3786
20211202,168,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""It is long""""}",25479
20211202,168,,survey-text,"{""""learn_free_response"""":""""I tried to remeber the general lengths for in the category and not in the category""""}",36838
20211202,168,,survey-multi-choice,"{""""learn_strategy"""":""""I tried to memorize which kinds of lines were in the category and which kinds of lines were not in the category.""""}",8265
20211202,168,,survey-text,"{""""transfer_free_response"""":""""I tried to compare the lengths of each line to find out the category""""}",52383
20211202,168,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to memorize which kinds of lines were in the category and which types of lines were not in the category.""""}",6831
20211202,169,enter-sub-number,survey-html-form,"{""""response"""":""""169""""}",3334
20211202,169,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""I probably would have picked L because it is the biggest line by far thats how I knew it would be right""""}",91054
20211202,169,,survey-text,"{""""learn_free_response"""":""""I categorized them into 3 categories sm,md, and lg. I knew most of the medium ones did not belong so I was able to make that guess""""}",81950
20211202,169,,survey-multi-choice,"{""""learn_strategy"""":""""I tried to memorize which kinds of lines were in the category and which kinds of lines were not in the category.""""}",34305
20211202,169,,survey-text,"{""""transfer_free_response"""":""""I tried to pick the odd one out or shortest and tallest line""""}",39081
20211202,169,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",21964
20211202,170,enter-sub-number,survey-html-form,"{""""response"""":""""170""""}",2798
20211202,170,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""decoy"""",""""response"""":""""shortest""""}",21320
20211202,170,,survey-text,"{""""learn_free_response"""":""""i noticed the longer and shorter lines were typically in the category and the medium length ones were typically not in it""""}",71656
20211202,170,,survey-multi-choice,"{""""learn_strategy"""":""""I tried to memorize which kinds of lines were in the category and which kinds of lines were not in the category.""""}",21248
20211202,170,,survey-text,"{""""transfer_free_response"""":""""I looked at the lines in relation to one another, the odd one out (in the category) was typically either the longest one or the shortest one""""}",56814
20211202,170,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",14968
20211202,171,enter-sub-number,survey-html-form,"{""""response"""":""""171""""}",2866
20211202,171,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""the tallest line""""}",14218
20211202,171,,survey-text,"{""""learn_free_response"""":""""choosing which ones were most similar to the correct answers""""}",28138
20211202,171,,survey-multi-choice,"{""""learn_strategy"""":""""I tried to memorize which kinds of lines were in the category and which kinds of lines were not in the category.""""}",19151
20211202,171,,survey-text,"{""""transfer_free_response"""":""""whichever were tallest or shortest""""}",18774
20211202,171,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",18547
20211202,172,enter-sub-number,survey-html-form,"{""""response"""":""""172""""}",1948
20211202,172,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""I would choose this option because it is the longest line""""}",25310
20211202,172,,survey-text,"{""""learn_free_response"""":""""I would only choose really short or really long lines not the medium size ones.""""}",26782
20211202,172,,survey-multi-choice,"{""""learn_strategy"""":""""I tried to memorize which kinds of lines were in the category and which kinds of lines were not in the category.""""}",10862
20211202,172,,survey-text,"{""""transfer_free_response"""":""""I used the same tactic as first time, I choose the biggest or smallest line.""""}",21194
20211202,172,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",9176
20211202,173,enter-sub-number,survey-html-form,"{""""response"""":""""173""""}",2968
20211202,173,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""decoy"""",""""response"""":""""It was between K and L but L was an outlier and K compared to J is smaler which typically fit in the does fit category.""""}",96670
20211202,173,,survey-text,"{""""learn_free_response"""":""""I first tried memorizing the pattern however the pattern didn't work so then I looked for features such as does fit has very large and very small lines compared to the does not fit.""""}",61066
20211202,173,,survey-multi-choice,"{""""learn_strategy"""":""""I used a simple mental rule to determine if I should respond yes or no to a given line.""""}",17844
20211202,173,,survey-text,"{""""transfer_free_response"""":""""First I searched for the outlier and if it was much greater or smaller than previous lines I would choose that one. However, if there wasn't an answer to that on the outlier I would compare the two similar ones and whichever one was smaller from a small line would be does and for a big line whichever was bigger would be in the does category.""""}",140581
20211202,173,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",19673
20211202,174,enter-sub-number,survey-html-form,"{""""response"""":""""174""""}",3968
20211202,174,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""The tallest option""""}",12941
20211202,174,,survey-text,"{""""learn_free_response"""":""""I knew taller ones were most likely in the category. With sorter ones, I tried to memorize as I went along.""""}",57257
20211202,174,,survey-multi-choice,"{""""learn_strategy"""":""""I tried to memorize which kinds of lines were in the category and which kinds of lines were not in the category.""""}",13066
20211202,174,,survey-text,"{""""transfer_free_response"""":""""I chose the one that was tallest and used my memory for others.""""}",32607
20211202,174,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick the longest line.""""}",6346
20211202,175,enter-sub-number,survey-html-form,"{""""response"""":""""175""""}",3744
20211202,175,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""it looks like the tall line shown in the beginning""""}",40566
20211202,175,,survey-text,"{""""learn_free_response"""":""""the tall and short lies were easier to remember but the middle length ones were more of guesses""""}",47570
20211202,175,,survey-multi-choice,"{""""learn_strategy"""":""""I used my intuition/my experience receiving feedback to figure out if the line was likely to be in the category.""""}",25234
20211202,175,,survey-text,"{""""transfer_free_response"""":""""i started by seeing if there were easier lines to dishintguish, either really tall or really short""""}",53160
20211202,175,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",26900
20211202,176,enter-sub-number,survey-html-form,"{""""response"""":""""176""""}",3824
20211202,176,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""The lines that are usually longer belong to category.""""}",68762
20211202,176,,survey-text,"{""""learn_free_response"""":""""It went okay for me, but it was a little trickier thanthe second set of trials.""""}",51194
20211202,176,,survey-multi-choice,"{""""learn_strategy"""":""""I used my intuition/my experience receiving feedback to figure out if the line was likely to be in the category.""""}",33900
20211202,176,,survey-text,"{""""transfer_free_response"""":""""It also went okay for me. Personally, I think I did better than the first part of the experiment. It was tricky when there were similar height lines.""""}",49182
20211202,176,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",15449
20211203,177,enter-sub-number,survey-html-form,"{""""response"""":""""177""""}",2398
20211203,177,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""decoy"""",""""response"""":""""K looked like it was short enough to be in the category.""""}",51380
20211203,177,,survey-text,"{""""learn_free_response"""":""""It either had to be longer than a certain length or shoter than a certain length to be in the category. Therefore, all the medium lenth ones in the middle were most likely not in the category.""""}",65758
20211203,177,,survey-multi-choice,"{""""learn_strategy"""":""""I used my intuition/my experience receiving feedback to figure out if the line was likely to be in the category.""""}",23178
20211203,177,,survey-text,"{""""transfer_free_response"""":""""I would look and see which line was either shorter than a certain length or longer than a certain length and make my best guess on which one was probably a better fit for the category.""""}",56454
20211203,177,,survey-multi-choice,"{""""transfer_strategy"""":""""I used my intuition/my experience receiving feedback to figure out which line was most likely to be in the category.""""}",19348
20211203,178,enter-sub-number,survey-html-form,"{""""response"""":""""178""""}",4134
20211203,178,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""decoy"""",""""response"""":""""I chose k because it is the most drastic difference out of the three and appears to be a very short line which I associated with the category""""}",85480
20211203,178,,survey-text,"{""""learn_free_response"""":""""I tried to determine whether or not the line appeared to be average or middle height or if it looked extremely tall or extremely short and if it was one of the extremes I put it in the category and if it was not extreme I put it in the non category.""""}",69766
20211203,178,,survey-multi-choice,"{""""learn_strategy"""":""""I tried to memorize which kinds of lines were in the category and which kinds of lines were not in the category.""""}",17932
20211203,178,,survey-text,"{""""transfer_free_response"""":""""It was easiest to determine which line was in the category when there was an extreme difference (for example: if J was super tall compared to k or if l was super short compared to j and k)""""}",57008
20211203,178,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",21426
20211203,179,enter-sub-number,survey-html-form,"{""""response"""":""""179""""}",4324
20211203,179,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""It is the longest out of the three and there is the most extreme difference between them """"}",40374
20211203,179,,survey-text,"{""""learn_free_response"""":""""I just guessed throughout the first part because it was hard without any other lines to compare it to. If the lines were smaller than the other lines beforehand or larger than the other lines, I was more likely to pick it as part of the group that does belong""""}",83442
20211203,179,,survey-multi-choice,"{""""learn_strategy"""":""""I used my intuition/my experience receiving feedback to figure out if the line was likely to be in the category.""""}",14410
20211203,179,,survey-text,"{""""transfer_free_response"""":""""I compared the lines to one another as a tool to help me figure out which one to pick. If there were two lines that were similar in length and the third line was much larger than the others, I was more likely to pick that one. It was more difficult to figure out if the lines were similar in length or if there was only two lines total to try and compare to each other. """"}",108030
20211203,179,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to memorize which kinds of lines were in the category and which types of lines were not in the category.""""}",16538
20211203,180,enter-sub-number,survey-html-form,"{""""response"""":""""180""""}",1496
20211203,180,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""because it was the longest line""""}",19526
20211203,180,,survey-text,"{""""learn_free_response"""":""""honestly, at the beginning i did a lot of guessing and then i started to memorize as the questions went on""""}",39100
20211203,180,,survey-multi-choice,"{""""learn_strategy"""":""""I used my intuition/my experience receiving feedback to figure out if the line was likely to be in the category.""""}",7564
20211203,180,,survey-text,"{""""transfer_free_response"""":""""same thing as the first part of the experiment""""}",20346
20211203,180,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick the longest line.""""}",3944
20211203,182,enter-sub-number,survey-html-form,"{""""response"""":""""182""""}",3886
20211203,182,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""the longer lines were usually in the category""""}",18994
