angle,radius,distribution
27.230799055646308,70.78615974818916,in
24.679894137974152,63.70580867913711,in
23.40897507525702,76.1051084454696,in
29.426963420490353,71.08343783713661,in
25.996863933905022,69.47695955512235,in
31.064163097721096,81.82420669846753,in
27.19886319930472,70.13620129272034,in
30.526926866098286,77.71251170951923,in
23.82225191815186,72.94959517749388,in
25.83745031564851,59.962878092873645,in
23.963159330619494,77.81990068026266,in
25.097368677878464,87.90576454577247,in
23.791904970182244,78.3351795945219,in
17.583196376747892,85.0563021023859,in
19.23527848442302,77.95159852094491,in
24.312191712868547,66.17502365865526,in
24.037399686139743,47.176135020990984,in
29.647061473493125,73.08851275767,in
25.931454628088176,73.43640736064104,in
29.177446354284776,55.91912345015075,in
26.98414011969059,79.63269920500139,in
24.925841688515998,71.96119850795951,in
22.38814715161021,89.10178471660942,in
22.763858923590192,63.69385094347945,in
20.621416196172493,52.49864630103825,in
26.52272489520429,68.3852096532406,in
21.74505010544959,96.19050986810248,in
27.798779411046024,95.41770295181306,in
29.023703970080234,72.92566602211775,in
30.548750304876734,65.89796042150937,in
26.37360305303986,83.536755493127,in
21.792710310230497,76.98134776105157,in
30.305878197426967,57.30414470887749,in
27.695576309160558,73.84961549908728,in
19.44953884913676,66.33873822893385,in
26.057039724891013,74.8972998551448,in
21.99475511784643,62.62448723347193,in
25.800214885761932,72.21755185882363,in
28.057503212533565,83.02926107537438,in
24.47865721323047,72.94865450345166,in
24.47463731330037,85.87889942959791,in
27.059265604994618,56.296109753496566,in
24.116494611737895,58.52104993420959,in
27.182041099412142,64.41182758275097,in
22.469516800068796,70.19835271416422,in
22.521197028252107,77.85905595326541,in
23.511681006309445,84.86543108305122,in
26.193606855578125,79.55310221040605,in
24.18160712143707,76.11094426755145,in
19.86173699676202,66.08158336394096,in
21.42006199731274,72.11259472228178,in
26.01038015455814,74.98332737493702,in
24.739988922235135,86.03567320552787,in
16.510989196262333,71.18681909175908,in
27.533792033341072,69.91885360698093,in
21.695453654704522,56.634901217973805,in
26.211909910309252,74.36785391080629,in
26.476495728338364,68.83605488042215,in
29.782788241964422,74.47116699864971,in
28.826766111128364,69.60577062136132,in
24.099270957697467,70.56310788471798,in
20.82692450807552,67.07484685445743,in
26.012011997093882,78.428723137416,in
22.70639204506748,72.77965939862732,in
16.312624328105176,64.51907324030502,in
22.493742243133518,76.78619485678576,in
23.641460010256928,69.97015381001869,in
27.479550348393996,76.13590274318616,in
22.818559098616113,71.554733361576,in
24.952773570316893,48.12425069410581,in
29.279721641613094,77.82303541775818,in
23.853006752755515,80.9758966393114,in
25.406072398723587,68.08285954359303,in
23.92726676313066,79.21171864838256,in
23.92275953198275,79.06123078746468,in
22.59279580884624,74.42550350353696,in
24.52187756714687,87.01940100550108,in
21.113192792328398,79.49733098519384,in
27.73784415649258,45.42685127619028,in
24.201270964178004,77.94429121862437,in
26.35272088911712,71.79701202645039,in
21.938406776228987,77.0849726880924,in
21.714875503006667,88.84164860764733,in
26.597252507501445,84.05352670843097,in
25.096516201480767,71.13297794651314,in
26.927973390325732,91.60731100935979,in
21.76532825925095,73.84079573483076,in
19.209612012322033,73.16504719730008,in
25.620772752582354,65.76459973214095,in
25.265040065788202,70.38002153450894,in
22.17849618276851,92.83032572345165,in
23.908802159038633,78.46357052937472,in
25.67302533790019,69.32270990428964,in
23.248973500006098,65.10585845035904,in
23.979141160263563,67.06719674828999,in
23.410547463229648,70.304693880677,in
25.25435296856263,91.13801073197352,in
26.295231856223005,68.8928513914221,in
24.816736275311442,80.5783153760094,in
21.750380565057725,84.52103403792613,in
19.662716099256098,82.6802466316014,in
23.018755227421632,81.69797003237254,in
26.77792686351951,77.55339628143585,in
24.79791695395044,71.50629056364133,in
24.63819226569576,84.95731095053297,in
27.209923674864342,94.00128800646519,in
24.63939844654077,87.66052454884446,in
19.891024458467868,78.14568624211469,in
30.348157511059874,75.1705867005348,in
26.532377901088502,71.82688765565905,in
27.53464464823839,73.59814975300345,in
27.135034835758262,76.05167337095236,in
28.37220079556241,92.47883030895096,in
32.449919230939145,89.35872703003082,in
23.004508316942534,70.88527860129827,in
28.770221476201037,72.50127069010638,in
22.526367992535242,68.41174183097611,in
28.81607166739759,81.48991398162588,in
23.72997228453306,77.74481491481684,in
29.125292972824447,97.74307867615242,in
21.11240139692895,80.00372678933535,in
28.338268163226505,76.32824171969496,in
21.18098967640489,75.273752179403,in
26.07683344519325,73.5046390919797,in
24.34416437305883,65.76291068328847,in
28.39708261050624,78.62716827288494,in
27.49408037433288,70.3544756931107,in
22.979213993696618,81.45470474169268,in
22.052544552320985,71.30135330758235,in
30.113378124815032,73.36331250873346,in
20.873896819346342,77.43698967030642,in
27.6235133113517,58.1639495218852,in
21.746310543399265,77.49628260922316,in
20.832864983310863,66.49405526741383,in
24.674328503854575,55.50510758106733,in
24.28232956361775,90.55975596662569,in
22.48190989189075,83.72138822707942,in
25.853159483475114,84.83378322984991,in
25.413908420938856,72.44384133320017,in
28.53484797599264,75.26240059477024,in
23.67166466787757,79.47819225125818,in
17.03483749142555,64.24697079747108,in
27.01766735861979,60.59170636945382,in
21.218087210272692,92.85764351525894,in
31.16775864835266,81.88537594107642,in
24.580949645900834,71.26034959793151,in
24.706992884894895,69.92026472377026,in
25.109660612358322,69.49743933046935,in
21.936667273183673,81.60896651307327,in
24.67486902986053,62.94764549817228,in
23.09560171229254,61.3293132304796,in
26.17177071120422,75.46228588312889,in
22.19746414738784,71.34091992197175,in
24.025083955341128,88.8353855201507,in
23.727315102463713,82.0079684982856,in
29.083181056693824,64.34497966653049,in
27.646980778389263,74.43144677161135,in
24.120878658939247,80.19632535968594,in
26.512764299097363,67.2920448660782,in
21.15068879111638,68.88843122132052,in
26.312027270958744,90.4366512351065,in
22.85971055627842,73.62942572839117,in
27.419953344723986,59.77231647926108,in
26.859347914879123,59.33083404251079,in
24.54304482438436,82.98571973381952,in
23.86572878415193,65.01827486400754,in
28.09784093583328,76.95908126778542,in
26.797492152037343,60.7009840757199,in
22.227750467592656,77.98813648585876,in
26.521128975439446,79.0367230735579,in
24.228479101495893,83.44875687702238,in
27.289043886440517,89.34738825169164,in
23.072658602858237,87.5855128215295,in
27.185559770377203,70.75460471973598,in
27.160732908521275,83.65256573461473,in
19.470227019040514,84.41371641330235,in
27.833357852341408,67.42494055310114,in
21.066627822089206,57.329224363730305,in
22.258712319004367,86.67986080146677,in
25.95724644683384,81.64306736931711,in
30.11486001188926,73.51261720478365,in
21.74501350907167,75.21263156328232,in
25.908772724650877,71.43828786821891,in
26.15182615434131,77.9984552156254,in
24.36008446109152,80.81056044818827,in
22.73637488905532,62.06951446633819,in
24.542736015086913,69.33665955460937,in
27.08227919593776,63.5685941692663,in
25.78308538671331,73.47300449302986,in
29.557498361684594,82.4007577818313,in
25.569302268817534,78.7470124233623,in
25.794304403081018,72.09986401054833,in
25.64139035615492,84.58799290472028,in
24.457510953974275,68.16683397180469,in
24.39679724065343,77.71848090727124,in
25.40348866278964,64.82865456972795,in
24.431603867008516,76.47433459712907,in
23.813359727791255,65.6082343069954,in
23.961206075033704,81.7741584537954,in
33.30034713187716,76.91245883498358,in
22.308324377331243,85.70699720704326,in
25.871987804801957,57.717666941873944,in
24.900942399798392,75.78913430730385,in
27.766434855958288,75.23372504748212,in
24.26818422014731,85.0384587517263,in
28.716363923029945,59.08903862074253,in
24.672854932686683,69.09011769810131,in
26.90360727911477,78.8196049324432,in
27.247317684464875,87.01963485747737,in
21.79248626100574,62.92415847142058,in
31.739095896818682,63.503151756903456,in
24.864471404832116,77.01916467540296,in
25.92982703811212,84.96447190422276,in
25.282482610310247,63.98968814664362,in
24.087426112663884,81.04249789157775,in
25.339005923273636,83.17746179886765,in
24.86126237820265,69.26662842324978,in
24.463476599502876,84.93569060511236,in
24.687791994713347,73.20039029309487,in
20.310001609368893,79.37061956233684,in
27.804995027403827,70.22902622430946,in
27.533435898095792,75.9463349701444,in
25.84959636255141,85.80233254246681,in
